idSugestaoResposta,sugestaoResposta,comentario,IDComentarioFK,IDUsuarioFK,,,,,,,,,,,
890,"Olá,

Lamentamos muito pela experiência negativa que você teve em nosso restaurante. Pedimos desculpas pela demora na preparação da sua tapioca e pelo equívoco no recheio. Reconhecemos que a falta de castanha no recheio não foi adequado e vamos reforçar a importância de seguir corretamente as solicitações dos clientes.

Quanto ao atendimento, entendemos que a forma como lidamos com a situação não foi adequada. Pedimos desculpas pela falta de atenção e pela falta de delicadeza ao lidar com o problema. Vamos treinar nossa equipe para que situações como essa não ocorram novamente.

Agradecemos por compartilhar sua experiência conosco, pois é através do feedback dos clientes que podemos melhorar nossos serviços. Esperamos ter a oportunidade de recebê-la novamente em nosso restaurante e proporcionar uma experiência melhor.

Atenciosamente,
A equipe do restaurante","Pedi uma tapioca de castanha com queijo, demorou uns 30 minutos aí pedi para viagem,quando abri a tapioca veio com banana e tucumã e não vi castanha no recheio. Voltei lá para trocar e falaram que a castanha ficava na massa e perguntaram se eu não podia tirar o recheio que eu não gostava . Mas o problema maior não foi esse, a mulher tocou na tapioca 3 vezes com a mão e queria e não me ofereceu outra
Além da massa estar super seca a falta de jeito em lidar com a situação",101996,72575,,,,,,,,,,,
891,"Caro cliente, lamentamos profundamente pela experiência negativa que teve em nosso restaurante. Agradecemos por compartilhar suas preocupações conosco. Estamos comprometidos em melhorar nossos serviços e garantir uma experiência agradável para todos os clientes. Vamos analisar suas reclamações e tomar medidas para corrigir os problemas mencionados. Pedimos desculpas pela demora na entrega do seu sanduíche e pela confusão entre os atendentes. Faremos o possível para garantir que isso não se repita. Esperamos ter a oportunidade de recebê-lo novamente e proporcionar uma experiência positiva.","Restaurante PÉSSIMO! Enquanto estive aqui houve 3 reclamações de outros clientes, atendimento decadente, demora para entrega de um simples sanduíche, confusão entre os atendentes, um lugar triste de se vir, vim com fome, sai com raiva!",138653,77001,,,,,,,,,,,
892,"Caro cliente, agradecemos pelo seu feedback e lamentamos pela experiência negativa que você teve em nosso restaurante. Pedimos desculpas pela cerveja quente e pelo ambiente não climatizado. Vamos verificar nossos sistemas para garantir que isso não se repita. Também vamos reforçar o treinamento da equipe para evitar confusões no pagamento e agilizar o troco. Agradecemos por nos informar sobre esses pontos e esperamos ter a oportunidade de recebê-lo novamente para uma experiência melhor.","Primeira visita na madrugada de sábado com intuito de tomar cerveja e ouvir música ao vivo. Cerveja quente, ambiente não é climatizado. Banda ok. Confusão pra pagar a conta e demora pra receber o troco quando já não tinha mais ninguém na casa.",219662,112829,,,,,,,,,,,
893,"Olá, agradecemos por compartilhar sua experiência conosco. Lamentamos pelo tempo de espera pelo seu omelete e entendemos como isso pode ter sido frustrante. Vamos revisar nossa equipe da manhã para garantir que isso não se repita. Agradecemos seu feedback e esperamos ter a oportunidade de melhor atendê-la no futuro.","Cheguei para tomar café as 7h da manhã, pouquíssimas pessoas ,pedi um omelete levou 23 minutos a essa altura meu café já havia acabado, e chegou uma pessoa depois de mim e o pedido dela que era muito mais que o meu simples omelete saiu primeiro.
Péssimo atendimento .
Já fui bem atendida por outros  funcionários  mais essa turma da manhã 3 pessoas nota 2.",160888,86814,,,,,,,,,,,
894,"Olá, lamentamos muito pela má experiência que você teve em nosso restaurante. Pedimos desculpas pela goteira em cima da sua mesa, iremos verificar e resolver o problema imediatamente. Quanto à pizza de cupuaçu, também vamos investigar o ocorrido e garantir que isso não se repita. Em relação ao banheiro, reforçaremos a limpeza e manutenção para evitar qualquer inconveniente. Agradecemos pelo seu feedback e esperamos ter a oportunidade de recebê-la novamente para proporcionar uma experiência melhor.","Como primeira experiência foi péssima,  chovendo muito e uma goteira em coma da nossa mesa,  a pizza de cupuacu estava crua e o pior de tudo o banheiro sujo, fedido e sem água na caixa da descarga. Tô fora!!!",158400,85953,,,,,,,,,,,
895,"Prezada cliente, lamentamos profundamente pela experiência infeliz que você teve em nosso restaurante no domingo. Reconhecemos que houve pontos negativos em relação ao atendimento e à demora nos pedidos, além da falta de guarnições adequadas para atender ao número de pessoas presentes. 

Pedimos desculpas pela inconveniência causada e reforçamos que estamos trabalhando para melhorar a capacidade de atendimento da nossa equipe, especialmente nos dias de maior movimento. 

Gostaríamos de ressaltar que valorizamos muito o seu feedback e levaremos suas críticas em consideração para aprimorar nossos serviços. Esperamos ter a oportunidade de recebê-la novamente em nosso restaurante para proporcionar uma experiência positiva e satisfatória.","Nossa experiência num domingo, foi muito infeliz. No entanto devo destacar positivamente o espaço físico pois é bonito, amplo e arejado. E foi só.
Localização: Restaurante localiza-se numa região muito distante de Manaus, aos redores do distrito industrial.
Restaurante: Equipe despreparada para atender a demanda de um  domingo. Superlotação, demora nos pedidos, inclusive de uma água, tivemos que pedir para 4 pessoas diferentes, não foi servido guarnições para atender o número de pessoas, tivemos que mendigar por algo que já era por direito. Um completo desserviço, a gerente ainda fez pouco caso.
Jamais voltarei, e para quem puder falarei da minha infeliz experiência. Nota 10 negativa! Se pudesse não daria nenhuma estrela!",170852,62764,,,,,,,,,,,
896,"Prezada cliente, 

Lamentamos profundamente pela experiência negativa que você teve em nosso restaurante. Pedimos desculpas pela demora na preparação da sua pizza e pela falta de atenção da nossa atendente. Entendemos que isso causou uma má impressão em relação ao nosso estabelecimento. 

Levamos seu feedback muito a sério e vamos trabalhar para melhorar nossos processos internos e a qualidade do atendimento. Agradecemos por nos informar sobre essa situação, pois é através dos comentários dos nossos clientes que conseguimos identificar áreas em que precisamos aprimorar. 

Esperamos ter a oportunidade de reconquistar sua confiança em uma futura visita. 

Atenciosamente, 
A equipe do restaurante.","Solicitei uma pizza tamanho família para eu e minhas sobrinhas, levou mais de 1 hora para preparar, sendo que teve pessoas que chegaram depois e seus pedidos foram logo preparados. Reclamei com a atendente, mas ela fez pouco caso. Não volto mais.",131186,33970,,,,,,,,,,,
897,"Caro cliente, 

Lamentamos profundamente se houve algum mal-entendido ou situação que tenha causado essa impressão. Em nosso restaurante, buscamos acolher e atender a todos os clientes da melhor forma possível. Agradecemos seu feedback e estamos sempre abertos a melhorias.",Restaurante que discrimina crianças carentes. Não recomendo e nunca irei recomendar.,117202,97176,,,,,,,,,,,
898,"Olá, agradecemos pelo seu feedback e ficamos felizes em saber que você considerou nosso atendimento ótimo, nossa localização privilegiada, nosso ambiente climatizado e nosso cardápio variado. Estamos sempre trabalhando para proporcionar uma experiência positiva aos nossos clientes. Esperamos vê-la novamente em breve.","Atendimento, ótimo
Localização privilegiada,
Ambiente climatizado,
Cardápio variado.",136699,83007,,,,,,,,,,,
899,"Prezada cliente,

Lamentamos muito pelos inconvenientes que você e sua família enfrentaram durante sua visita ao nosso restaurante. Pedimos desculpas pela pizza errada e fria, assim como pelo fato de não termos conseguido aquecê-la adequadamente. 

Quanto à falta de atenção das nossas garçonetes em relação ao incidente com o copo de suco, isso não é aceitável e vamos reforçar a importância do atendimento atencioso e prestativo com toda a nossa equipe. 

Agradecemos por compartilhar sua experiência conosco, pois é através do feedback dos nossos clientes que podemos melhorar nossos serviços. Esperamos ter a oportunidade de recebê-la novamente em nosso restaurante para proporcionar uma experiência mais satisfatória.

Atenciosamente,
A equipe do restaurante",Nossa pizza veio errada e fria. Pedimos para aquece-la. Continuava fria. Comemos mesmo assim. Meu filho menor estava comendo o primeiro pedaço de pizza quando acabou deixando cair o copo de suco no prato. As garçonetes ignoraram solenemente. Fomos embora sem que alguém tomasse qualquer atitude.,220950,116940,,,,,,,,,,,
900,"Olá,

Lamentamos sinceramente pela experiência negativa que você teve em nosso restaurante. Pedimos desculpas pelo inconveniente causado pela demora em fazer o pedido e pela falta de atenção da nossa atendente. Compreendemos que isso tenha causado uma má impressão.

Também entendemos a sua frustração em relação à mudança nos sabores e à falta de camarão no nosso cardápio. Apreciamos o seu feedback e vamos levar isso em consideração para melhorar a qualidade dos nossos pratos.

Agradecemos por compartilhar a sua opinião conosco e esperamos ter a oportunidade de recebê-la novamente para proporcionar uma experiência melhor.

Atenciosamente,
A dona do restaurante","Péssima
Esperei para sentar
Fiz o pedido mas não Pediram. Depois de muito eu insistir descobri que a atendente fingiu que pediu e simplesmente não anotou ou registrou meu pedido.
Muito cliente, a qualidade piorou. Até os sabores mudaram. Agora não tem mais nada de camarão também
Caiu a qualidade demais.",143157,24738,,,,,,,,,,,
901,"Prezada cliente, agradecemos pelo seu feedback. Lamentamos que tenha tido uma impressão negativa em relação ao nosso atendimento e ao ambiente do restaurante. Vamos analisar suas observações para melhorar esses aspectos. Agradecemos por nos informar e esperamos que nos dê uma nova oportunidade no futuro.","Atendimento robotizado, ambiente pouco acolhedor. Recomendo para quem busca fotos instagramáveis.",80534,37762,,,,,,,,,,,
902,"Olá, agradecemos por compartilhar sua experiência conosco. Lamentamos muito pelo inconveniente causado pela falta da maionese e pelo atraso na entrega. Vamos tomar as medidas necessárias para garantir que isso não aconteça novamente. Agradecemos seu feedback e esperamos ter a oportunidade de melhor atendê-la no futuro.",Faltou a maionese do filé a milanesa e atraso de 1 h.,235366,132311,,,,,,,,,,,
903,"Olá, agradecemos por compartilhar sua opinião sobre nosso restaurante. Lamentamos que você não tenha tido uma boa experiência com o ambiente. Estamos sempre buscando melhorias e levaremos em consideração seu comentário para tornar nosso local mais agradável. Esperamos ter a oportunidade de recebê-la novamente no futuro.",Comida boa mais o local pessimo,122455,104153,,,,,,,,,,,
904,"Caro cliente, lamentamos sinceramente pela experiência negativa que você teve em nosso restaurante. Pedimos desculpas pelo descaso e pela falta de respeito que você presenciou. Vamos reforçar a importância do atendimento cordial e respeitoso com nossa equipe. Agradecemos por compartilhar sua experiência conosco, pois isso nos ajuda a melhorar nossos serviços.",Vim busca um pedido para um cliente fui pedi um copo d'água quase a garçonete me bate descaso total com o entregador vamos respeitar,117138,39944,,,,,,,,,,,
905,"Olá, agradecemos pelo seu feedback sobre nossos sanduíches. Lamentamos que você tenha achado o custo alto em relação ao recheio. Vamos revisar nossas porções para garantir uma melhor experiência aos nossos clientes. Quanto à taxa de serviço, ela é opcional e pode ser retirada caso deseje. Agradecemos pela sua opinião e esperamos poder atendê-la novamente em breve.","Custo alto pra pouco recheio nos sanduíches.
Além de já estar caro, ainda cobram 10% de serviço.",130528,88023,,,,,,,,,,,
