IDComentario,comentario
21568,"A comida estava boa. Mas a experiência não foi legal devido à falta de interesse dos garçons em nos servir. Aparentemente, eles estavam interessados somente em servir as pessoas que estavam vestidas com mais formalidade. Chegamos antes de um grupo de pessoas e eles foram servidos com o caldo de cortesia antes de nós, assim como o prato principal foi servido bem depois também."
21577,"Local bom , atendimento péssimo com serviço extremamente demorado."
21607,"Péssimo atendimento! A comida demorou demais para chegar, eles servem um caldinho na entrada e o caldinho nunca chegou,  uma pena, a comida até que estava gostosa mas o atendimento estragou tudo. Não recomendo"
21693,"A comida é boa, mas os preços e o atendimento e horrível. Por favor revejam isso."
22184,"Bacalhau insosso e com espinhas.  Não recomendo."
22383,"Péssimo atendimento, poucos garçons e estrutura falha."
22396,"Ótimo atendimento, local aceitável... mas a comida deixou muito a desejar"
22446,"O ambiente é muito agradável. O matrinxã recheado podia ser recheado com a farinha mais fina. A porção de macaxeira muito dura. Pelo preço deveria ser mais caprichado, não recomendo."
22494,"Ambiente bom, preço alto para qualidade e elaboração dos pratos"
22530,"Moqueca horrivel. Peixe fedido. Ngm aguentou comer e ainda assim fui cobrado. Nunca mais volto"
22538,"Não curto peixe"
22552,"Comida demorou 1h. Quando veio, o peixe estava cru e o restante frio. Cancelamos e saímos sem comer."
22639,"Infelizmente, pedi o pirarucu grelhado com molho de camarão, que veio :
_Gelado (pedi que aquecessem),
_Reaproveitado ( não era grelhado mas haviam raspado o empanado que certamente voltara de algum cliente),eram 3 (três) pedaços finos e duros.
_Os camarões eram 6 (seis) unidades estavam duros, minúsculos e com casca,
_havia solicitado a troca do pire de batatas por batatas fritas, veio batatas fritas recicladas.
_ o molho de camarão disfarçava o peixe reaproveitado, (aliás, parecia mais um mingau que molho),
Não dá para entender cobrarem R$ 98,00(noventa e oito reais) .
Não recomendo esse prato."
22645,"Muito bom"
22852,"Fui no dia das mães com minha família e minha esposa não ganhou nem rosa nem Parabéns pelo seu dia. Completo absurdo. Não volto mais."
22961,"Ambiente agradável,  preços altos. Comida comum."
23078,"Já tinha ido uma vez e achei adequado. Nesta segunda oportunidade foi lamentável.
Ainda que escolhamos os pedidos quando no rodízio,  a desorganização estava de tal forma qualquer coisa vinha a mesa menos o que se havia escolhido. Quando se levado em consideração as carnes, a repetição de uma proteína  em específico ficou notório não dando a oportunidade de experimentar o cardápio tampouco o solicitado.
O ar condicionado não dá vazão. Desconfortável!!!"
23214,"Que atendimento péssimo"
23273,"Gostei do ambiente da comida, o que deixou a desejar foi o som e a música. O som ficava muito alto, não dava nem para conversar com a pessoa do lado. E o cantor era muito ruim e as músicas também."
23305,"Lugar bacana mas a posição política não agradou.
Propagando fake News em áudio é vergonhosso.
Decepcionado com  atitude do proprietário locutor, que ainda insiste em divulgar informações falsas sobre kit covid que foi reprovado pelo restante do mundo.
Lamentável atitude."
23322,"Decepção! Os funcionários são todos mal educados. Não dá para pedir comida, demora muito, e quando fica pronto, um homem fica informando a todos que está pronto falando no microfone o tipo do prato que foi pedido. Muito constrangedor!!
O lugar deve passar por uma inspeção rigorosa, ambiente imundo."
23353,"Precisa mudanças"
23372,"Lugar bom,mais o atendimento e bem Ruim."
23417,"Achava ótimo até o dono do local misturar questões políticas com um lugar de lazer! Posições políticas devem ser respeitadas mas não acredito que um local frequentado por muitas pessoas seja adequado pra discutir política! O dono do estabelecimento pode ter a opinião que bem entender porém deve ser profissional no local de trabalho! Infelizmente não frequentarei o local!?"
23423,"Péssimo so nao e legal nao pode consumir bebida na beira da piscina. Nada haver ter que ficar de máscara e so pedir na entrada o cartão de vacina.  Os responsáveis pelas piscinas ignorantes"
23430,"Gastei tanto pra nada!! Não gostei nem meus amigos... tem que melhorar mais"
23450,"O local até que é bom mais não toca música e o Jorge Maia fala de mais o dia todo."
23473,"A comida e a bebida é super caro"
23484,"o lugar e incrível mas um dos funcionários foi bem grosso e arrogante com a minha mãe pelo fato dela estar com um short, pq o short era grosso, sendo q era de algodão, só por isso ele foi extremamente grosso"
23489,"Falta de informação para as pessoas que vão pela primeira vez, tudo caro comida, bebidas"
23521,Legal
23523,"Legal, apenas uma reclamação a comida e muito cara, por mais que boa não precisa vender uma banda de tambaqui por 80 reais, que ser tive um infarto com o valor, mais fora isso o lugar é legal."
23544,"Não recomendo, ruim de mais, além de não ter garçom, comida cara e ruim, ambiente feio, para quem gosta de está no meio do povão, esse é o lugar!"
23556,"O local só precisa se atualizar na modernidade, pois hoje em dia todos os estabelecimentos aceitam cartão !"
23559,"Incrível como um lugar bonito desses não aceita cartão...fiquei frustrado com minhas filhas ao visitar a primeira vez sem saber disso...nao consegui nem entrar por conta disso..."
23565,"Alimentação de qualidade mediana e excessivamente cara. Só há opção de refrigerantes em lata, afim de obter maior lucro nas unidades em lata. Estacionamento em via pública cobrado indiretamente por meio de terceiros. Banheiros trancados em grande parte do dia."
23605,"Tudo muito caro, agora desde a entrada aumentou ,alimentação cara ,como pode? se o salário do povo está congelado"
23609,"Não gostei, local do restaurante muito quente, atendimento generalizado por não ter garçom pro atendimento, pessoal do serviço q não dão atenção aos clientes, se vire como puder, serviço de auto falante igual de hospital, enfim não recomendado a ninguém"
23680,"Estivemos dia 05/07/20, acredito que excederam a capacidade do balneário, tem uma placa na frente dizendo que atenderiam 25% da capacidade, estava lotado. Comida demorou mais de duas horas. Não recomendo."
23686,"Lugar aparentemente bom,mas não aceita cartão de crédito ou de debito,que hoje em dia é essencial pelo tamanho do estabelecimento."
23772,Horrível!!!!!!!!!!
23803,"A estrutura do local é muito deficiente."
23821,"Serviço ruim"
23895,"Gostei muito, ótimo"
23950,Péssimo
23970,"Legal mais muito o custo muito alto nas comidas"
23980,"Banda de Tambaqui 90,00 reais"
23989,"Preço muito caro. Não tem cardápio. Não aceita cartão. Estacionamento se não pagar 5 reais seu carro irá ter problema. Nao recomendo."
24012,"Muito distante."
24021,"Não aceitam cartão nos dias de hoje vcs tem que se atualizar um clube como o do maia tem que estar todo tempo atualizado"
24056,"Infelizmente não gostei .."
24064,"Falta som ao vivo"
24075,"O banho por si ótimo,mais não gostei dos preços uma banda de tambaqui 100 reais,um churrasco 100 reais,muito caro se vc quiser descer no tobogã paga ,não gostei não volto mais lá...além do mais não aceita cartão..."
24104,"Ta igual o Detran daqui a pouco Vamos ter que pagar pra sair do balneário. Guarnição. Baião parece um grude o vinagrete faz vergonha não vem uma maionese. Presso absurdo pra essa refeição, não volto nunca mais nesse lugar."
24137,"Comida com a qualidade muito inferior aos demais balneários..."
24145,"Muito caro"
24153,"Desorganizado e sujo."
24189,"Tudo muito caro quem e pobre"
24214,"Ñ  frequentei  ainda"
24226,"A estrutura e maravilhosa...mas deixa algumas coisas a desejar , começando pelo preço dos produtos..eu estava com crianças..e não me deixaram entrar com uma coca cola de 2lts. Aí o rapaz me informou que deveria falar com o dono..aí o dono autorizou mediante uma quantia de 35 reais....afff estava de palhaçada se fosse por um preço razoável pagaria sem problemas. Não pode isso ,não pode aquilo... sinceramente se fosse pra ficar que nem no quartel eu nem sairia de casa."
24235,"Um atendimento muito péssimo.. Vc tem que ir buscar sua bebida"
24260,"Muitos galerosos no local. A comida ñ é boa e por cima cara."
24292,"Atendimento pífio não existe garçons"
24326,"O local é bom! O estacionamento é péssimo, até porque não tem! São quatro piscina enormes com 1,2m de profundidade! O local dispõe para os usuários refeições para muitos gostos além de bebidas!"
24380,"Muita gente e não aceita nenhum tipo de cartão"
24443,"Não fui"
24448,"As refeições são muito caras e o ambiente é muito desorganizado???"
24560,"Local com preço altíssimo em relação a comida!"
24571,"Piscinas sujas. E o local fede muito. Não indico!!!"
24608,Moderado
24676,"Nada pode entrar tudo caro, atendimento péssimo , sem higiene nenhum , criança paga p descer no tubo água"
24743,"Sou sócio do Sesc e foi minha primeira visita ao baneario do Maia, não gostei da estada, comida num valor considerável porém não atende a qualidade esperada, cerveja num valor muito acima do normal, a música é a gosto de um só, o próprio dj"
24758,"Não muito boa...as coisas muito caro.."
24823,"Nunca fui neste lugar."
24841,"A localização é ruim, e é mal organizado."
24844,"Não é mais seletivo."
24845,"Bebida cara, comida cara, local aconchegante, boa segurança, mas os preços assustam."
24853,"Muito bom bem organizado o ruim é um cara no microfone que não para de falar"
24873,"Péssimo som. Só toca brega."
24971,"Em minha avaliação fiquei frustrado pois o local:
*Não aceita cartão.
*preços são muito alto já que não emitem cupom fiscal ( não pagam impostos sobre vendas).
*local não tem estacionando próprio.
*paga para entrar e para utilizar brinquedos."
24981,"(Tradução do Google) Muito barulhento..music muito alto.
Para muitas pessoas, então você não pode relaxar

(Original)
Very noisy..music very loud.
To many people so you can't relax"
25003,"Falta melhorar a  infraestrutura"
25016,"Um cara no palco falando demais acabou com a diversão.... Deu foi dor de cabeça..."
25088,"Local bom. Mas os valores são exorbitantes, levando em conta o quadro de crise em nosso país."
25119,"Restaurante já foi bom mas vem caindo muito o nível ultimamente. Nos serviram um peixe parcialmente cru. Pedimos para refazer o prato e na segunda vez veio totalmente queimado sem condições de consumo. Cheguei a relatar o ocorrido para o dono do restaurante mas o mesmo viu a mensagem e até hoje não deu retorno. Decepção"
25219,"Falta cordialidade e profissionalismo no atendimento."
25238,"Pior lugar que comemos em Manaus em cinco dias de experiência nessa cidade maravilhosa! Fomos MUITO mal atendidos pela Daiane que claramente estava de mal humor, consequentemente, má vontade. A comida demorou demais para ser servida e chegou na mesa gelada. Pouca quantidade e preço caro pelo que entregam. Não recomendo. A cidade tem lugares maravilhosos e bem superiores."
25279,"No dia que fui todos os pratos estavam faltando - muito - sal. Pedimos um matrinxã e uma moqueca e ambos não chegaram nem aos pés das espectativas que tínhamos."
25292,"Tudo caríssimo....exageradamente caro....pratos regulares."
25358,"A comida é muito boa, mas o atendimento péssimo. Estragou a experiência, infelizmente não recomendo."
25379,"Atendimento péssimo. Chegamos próx às 13h e estava bem tranquilo o local. Assim que pedimos a entrada começou a vir muitas pessoas de uma mesa enorme. Os garçons pareciam perdidos, cheguei a levantar para questionar se tinha entendido meu pedido, pois me deixou falando sozinha quando pedia o prato principal.

Não recomendo o peixe com molho de cogumelos. Creio que os pratos de peixe devam ser bons, mas esse não combinou o molho que foi servido.

No pagamento da conta, a atendente deixou a máquina e depois de algum tempo, como não retornou, peguei e passei meu valor e me retirei do local.

Pelas avaliações, imaginava ser bacana a experiência, o que não aconteceu!"
25487,"o peixe esta passado excessivo,  esta duro"
25580,"Gosto da comida, sempre que fui estava bem feita, é um bom local pra levar quem visita Manaus mas, fiz um pedido pelo ifood e fui muito mal atendida. Atrasaram meu pedido, depois de ligar 2 vezes, 2 horas depois, cancelaram ou o ifood cancelou, e eu mora a 50 mts do restaurante. Uma decepção."
